Peso,Altura,Zona,Sexo
95.63481622,180.9076568,Zona Norte,Macho
83.76850948,156.1380754,Zona Norte,Macho
96.67393579,178.4127042,Zona Norte,Macho
84.70420952,129.842723,Zona Norte,Macho
94.33808768,179.3123346,Zona Norte,Macho
84.71531271,164.4535214,Zona Norte,Macho
100.17858,165.3374252,Zona Norte,Macho
99.75829794,172.5268046,Zona Norte,Macho
95.71022944,163.558001,Zona Norte,Macho
94.59262208,181.6753286,Zona Norte,Macho
97.01650342,182.4008157,Zona Norte,Macho
100.3555466,167.9934095,Zona Norte,Macho
89.20140564,138.4370874,Zona Norte,Macho
98.16817262,162.111243,Zona Norte,Macho
86.26385698,165.7874532,Zona Norte,Macho
84.79778525,142.9208566,Zona Norte,Macho
87.97014904,196.0959524,Zona Norte,Macho
95.79979704,172.2646909,Zona Norte,Macho
95.70918784,167.1978762,Zona Norte,Macho
99.0748827,158.3490758,Zona Norte,Macho
93.81136866,165.5878082,Zona Norte,Macho
84.0243318,151.1775365,Zona Norte,Macho
82.50073721,145.4054453,Zona Norte,Macho
90.46436851,153.1912713,Zona Norte,Macho
84.8930266,176.7329395,Zona Norte,Macho
83.95291384,149.7494907,Zona Norte,Macho
91.25317901,159.8795514,Zona Norte,Macho
93.12825435,157.9018979,Zona Norte,Macho
94.35966899,179.0442918,Zona Norte,Macho
99.92948658,185.8279875,Zona Norte,Macho
99.39472389,148.8141656,Zona Norte,Macho
88.66104608,168.7846555,Zona Norte,Macho
101.1796169,157.746053,Zona Norte,Macho
82.68346926,135.0719975,Zona Norte,Macho
101.9963272,185.6289565,Zona Norte,Macho
94.75569634,163.0849038,Zona Norte,Macho
95.24428068,158.1624723,Zona Norte,Macho
83.77513235,156.6145623,Zona Norte,Macho
83.77903822,151.6936026,Zona Norte,Macho
97.20861164,167.6738057,Zona Norte,Macho
85.607151,143.3524186,Zona Norte,Macho
88.81152508,163.7326784,Zona Norte,Macho
83.02097166,175.3189169,Zona Norte,Macho
88.55564617,187.1360624,Zona Norte,Macho
88.00549618,167.9898802,Zona Norte,Macho
84.97803005,154.3156694,Zona Norte,Macho
99.74417625,154.2551916,Zona Norte,Macho
89.41985829,162.6465202,Zona Norte,Macho
101.9210483,174.4423968,Zona Norte,Macho
89.77313577,166.6858589,Zona Norte,Macho
84.67429231,166.5081238,Zona Norte,Macho
95.34570441,150.0246656,Zona Norte,Macho
93.86531368,177.1009252,Zona Norte,Macho
89.58381313,167.776021,Zona Norte,Macho
100.2894873,188.292012,Zona Norte,Macho
91.54834917,145.3597599,Zona Norte,Macho
86.2823705,156.1246209,Zona Norte,Macho
97.3675587,175.2935139,Zona Norte,Macho
100.5478522,159.278111,Zona Norte,Macho
92.77521082,168.4353522,Zona Norte,Macho
82.70301701,150.0061297,Zona Norte,Macho
100.9708684,171.3017145,Zona Norte,Macho
89.20508248,164.7284214,Zona Norte,Macho
96.24937041,154.8394559,Zona Norte,Macho
87.48598967,169.3608789,Zona Norte,Macho
100.1633829,173.1176427,Zona Norte,Macho
82.30438871,144.3890672,Zona Norte,Macho
89.80380279,146.4158234,Zona Norte,Macho
86.69492314,175.2850118,Zona Norte,Macho
84.05251298,166.983952,Zona Norte,Macho
89.32693628,158.7415672,Zona Norte,Macho
90.03245998,170.062938,Zona Norte,Macho
88.63383352,171.8524015,Zona Norte,Macho
92.14351895,179.9018274,Zona Norte,Macho
101.8065102,181.2902011,Zona Norte,Macho
94.93880445,157.6024237,Zona Norte,Macho
93.72469671,164.9267889,Zona Norte,Macho
97.73972939,167.5710173,Zona Norte,Macho
99.41251713,183.577768,Zona Norte,Macho
86.00528682,150.5009205,Zona Norte,Macho
89.85796646,139.2051142,Zona Norte,Macho
82.27421008,128.3026728,Zona Norte,Macho
95.90327946,157.8157258,Zona Norte,Macho
84.59296282,164.7053202,Zona Norte,Macho
89.13192454,145.159591,Zona Norte,Macho
83.7981985,171.3146215,Zona Norte,Macho
82.74127108,154.4437834,Zona Norte,Macho
100.9153129,163.2548845,Zona Norte,Macho
84.642258,165.982787,Zona Norte,Macho
97.43379833,172.4289232,Zona Norte,Macho
86.7600239,153.9558406,Zona Norte,Macho
98.11357713,168.9013223,Zona Norte,Macho
100.4095657,188.8211854,Zona Norte,Macho
95.07272101,165.051371,Zona Norte,Macho
94.98684992,173.3736037,Zona Norte,Macho
95.89330972,184.3814901,Zona Norte,Macho
87.65239171,150.5346566,Zona Norte,Macho
91.02463357,168.8191078,Zona Norte,Macho
87.00667663,148.3999653,Zona Norte,Macho
92.73766466,142.351384,Zona Norte,Macho
87.12066131,140.0986978,Zona Norte,Macho
89.20433188,174.0875652,Zona Norte,Macho
91.43008817,159.8681214,Zona Norte,Macho
89.19104985,163.1382751,Zona Norte,Macho
88.23405164,178.4334478,Zona Norte,Macho
98.96318561,162.421724,Zona Norte,Macho
89.62744423,164.2672837,Zona Norte,Macho
99.18918294,172.0804268,Zona Sur,Macho
101.7519212,172.2186382,Zona Sur,Macho
98.48550394,165.4341861,Zona Sur,Macho
87.81275524,149.9288015,Zona Sur,Macho
83.44072026,153.9425682,Zona Sur,Macho
93.17776838,159.1977347,Zona Sur,Macho
85.64895855,151.2805797,Zona Sur,Macho
83.689998,152.3546326,Zona Sur,Macho
86.96284233,156.3145531,Zona Sur,Macho
100.1308663,176.1296847,Zona Sur,Macho
99.12293332,161.127997,Zona Sur,Macho
97.64191377,149.8765553,Zona Sur,Macho
86.88677907,141.3969258,Zona Sur,Macho
88.27710378,172.1846447,Zona Sur,Macho
84.56950502,166.2606728,Zona Sur,Macho
100.5989437,157.5386963,Zona Sur,Macho
84.73685146,170.3054594,Zona Sur,Macho
93.70967281,173.4610923,Zona Sur,Macho
85.11106196,143.3523082,Zona Sur,Macho
94.89557606,164.4728116,Zona Sur,Macho
95.18397475,164.310345,Zona Sur,Macho
101.6204728,196.8820924,Zona Sur,Macho
95.67165029,162.2481188,Zona Sur,Macho
101.9742047,162.9058977,Zona Sur,Macho
82.1981252,141.6606892,Zona Sur,Macho
94.07337377,147.9851032,Zona Sur,Macho
92.12969418,164.4063341,Zona Sur,Macho
94.15795848,159.8856522,Zona Sur,Macho
98.73088353,172.0902032,Zona Sur,Macho
101.9977508,187.0046266,Zona Sur,Macho
97.79957921,163.6259592,Zona Sur,Macho
101.1954527,177.2129152,Zona Sur,Macho
92.95200687,158.0692445,Zona Sur,Macho
97.71398163,175.3597635,Zona Sur,Macho
82.14825431,142.7951206,Zona Sur,Macho
96.97795533,172.2856029,Zona Sur,Macho
92.24748392,162.7234371,Zona Sur,Macho
82.1387955,152.1479677,Zona Sur,Macho
89.37061873,148.7159069,Zona Sur,Macho
101.9031712,155.0016291,Zona Sur,Macho
89.91952408,179.5114232,Zona Sur,Macho
85.81048429,161.0491691,Zona Sur,Macho
89.21951054,157.2919628,Zona Sur,Macho
90.7628304,170.3402168,Zona Sur,Macho
88.30406497,160.0140433,Zona Sur,Macho
82.04334828,134.5372296,Zona Sur,Macho
93.76258605,175.0380509,Zona Sur,Macho
96.53736867,148.1524012,Zona Sur,Macho
101.8489745,166.458571,Zona Sur,Macho
90.09134823,154.0225594,Zona Sur,Macho
100.6542402,182.6628904,Zona Sur,Macho
92.30583688,159.3201349,Zona Sur,Macho
86.73245637,145.4911114,Zona Sur,Macho
86.08399389,149.1209897,Zona Sur,Macho
88.40461311,171.2192106,Zona Sur,Macho
88.20903473,173.5075154,Zona Sur,Macho
96.92620413,152.4247028,Zona Sur,Macho
96.92115835,177.032739,Zona Sur,Macho
101.785618,161.8226886,Zona Sur,Macho
96.37994874,154.8680379,Zona Sur,Macho
94.56717935,175.9849437,Zona Sur,Macho
89.704952,158.9587668,Zona Sur,Macho
92.50921068,151.0398794,Zona Sur,Macho
84.76815787,165.9832566,Zona Sur,Macho
84.54469275,140.1134249,Zona Sur,Macho
89.49227314,172.7622136,Zona Sur,Macho
99.62162907,181.6573327,Zona Sur,Macho
82.45449409,150.8669725,Zona Sur,Macho
92.33013803,166.9898563,Zona Sur,Macho
95.73268843,155.8957199,Zona Sur,Macho
84.2490296,155.5981377,Zona Sur,Macho
93.40713708,161.9316828,Zona Sur,Macho
92.5834968,165.2448911,Zona Sur,Macho
87.21124729,152.5497906,Zona Sur,Macho
89.96928209,147.2593975,Zona Sur,Macho
96.56915654,177.4140407,Zona Sur,Macho
94.10381784,181.2214523,Zona Sur,Macho
90.03388102,171.004436,Zona Sur,Macho
100.3477899,158.1445655,Zona Sur,Macho
101.9127771,177.8991607,Zona Sur,Macho
93.53103407,143.4843116,Zona Sur,Macho
85.02091112,152.1303852,Zona Sur,Macho
96.46361411,163.7538494,Zona Sur,Macho
89.36535072,174.1434163,Zona Sur,Macho
86.06553189,147.3561243,Zona Sur,Macho
91.37301067,163.07296,Zona Sur,Macho
95.05365318,174.8829106,Zona Sur,Macho
101.164622,173.0575446,Zona Sur,Macho
94.99664489,180.583186,Zona Sur,Macho
100.3147186,172.9008965,Zona Sur,Macho
99.06761913,184.3701607,Zona Sur,Macho
98.52504579,179.7072103,Zona Sur,Macho
99.52236008,156.268536,Zona Sur,Macho
87.47407035,158.8364397,Zona Sur,Macho
85.00931465,140.4032768,Zona Sur,Macho
99.21983871,165.757924,Zona Sur,Macho
89.99133975,170.5625166,Zona Sur,Macho
82.95549242,149.2952686,Zona Sur,Macho
99.97224656,179.5863871,Zona Sur,Macho
94.76159445,155.5971413,Zona Sur,Macho
100.6704349,186.9356429,Zona Sur,Macho
96.95756534,171.3351326,Zona Sur,Macho
96.45083837,158.0564781,Zona Sur,Macho
92.91541884,171.4546715,Zona Sur,Macho
87.28246219,164.3415541,Zona Sur,Macho
88.11448619,162.6103926,Zona Sur,Macho
97.71843107,173.4693933,Zona Sur,Macho
85.65097608,173.7663724,Zona Sur,Macho
92.997809,165.7776992,Zona Sur,Macho
94.97309956,162.0145241,Zona Sur,Macho
